window,type,crisis_count
40,random,15
40,random,3
40,random,3
40,random,7
40,random,8
40,random,4
40,random,3
40,random,14
40,random,9
40,random,21
40,random,6
40,random,5
40,random,6
40,random,1
40,random,4
40,random,1
40,random,24
40,random,5
40,random,1
40,random,6
40,random,14
40,random,23
40,random,6
40,random,8
40,random,10
40,random,21
40,random,1
40,random,17
40,random,19
40,random,17
40,random,24
40,random,4
40,random,20
40,random,0
40,random,1
40,random,1
40,random,6
40,random,6
40,random,11
40,random,7
40,random,24
40,random,1
40,random,4
40,random,3
40,random,23
40,random,1
40,random,1
40,random,2
40,random,6
40,random,17
40,random,5
40,random,20
40,random,8
40,random,13
40,random,24
40,random,5
40,random,4
40,random,18
40,random,4
40,random,19
40,random,23
40,random,15
40,random,6
40,random,18
40,random,17
40,random,8
40,random,1
40,random,6
40,random,6
40,random,4
40,random,1
40,random,10
40,random,1
40,random,1
40,random,21
40,random,21
40,random,7
40,random,1
40,random,6
40,random,19
40,random,19
40,random,8
40,random,6
40,random,1
40,random,8
40,random,4
40,random,15
40,random,2
40,random,6
40,random,5
40,random,0
40,random,9
40,random,0
40,random,0
40,random,6
40,random,14
40,random,9
40,random,2
40,random,17
40,random,21
40,random,21
40,random,3
40,random,9
40,random,1
40,random,1
40,random,0
40,random,6
40,random,4
40,random,3
40,random,5
40,random,18
40,random,5
40,random,22
40,random,7
40,random,18
40,random,1
40,random,6
40,random,7
40,random,20
40,random,4
40,random,2
40,random,1
40,random,11
40,random,1
40,random,20
40,random,23
40,random,7
40,random,0
40,random,2
40,random,0
40,random,11
40,random,5
40,random,5
40,random,19
40,random,13
40,random,4
40,random,21
40,random,7
40,random,9
40,random,5
40,random,6
40,random,6
40,random,6
40,random,5
40,random,23
40,random,24
40,random,6
40,random,12
40,random,7
40,random,9
40,random,2
40,random,23
40,random,4
40,random,15
40,random,11
40,random,19
40,random,8
40,random,25
40,random,21
40,random,19
40,random,21
40,random,15
40,random,4
40,random,1
40,random,23
40,random,1
40,random,8
40,random,4
40,random,2
40,random,14
40,random,4
40,random,14
40,random,1
40,random,21
40,random,1
40,random,7
40,random,17
40,random,15
40,random,22
40,random,1
40,random,9
40,random,15
40,random,8
40,random,7
40,random,5
40,random,9
40,random,11
40,random,10
40,random,20
40,random,9
40,random,19
40,random,17
40,random,7
40,random,4
40,random,6
40,random,2
40,random,1
40,random,0
40,random,1
40,random,20
40,random,7
40,random,13
40,random,1
40,random,3
40,random,1
40,random,5
40,random,3
40,random,17
40,random,4
40,random,12
40,random,7
40,random,1
40,random,0
40,random,7
40,random,6
40,random,2
40,random,18
40,random,13
40,random,3
40,random,0
40,random,2
40,random,9
40,random,3
40,random,10
40,random,20
40,random,3
40,random,20
40,random,6
40,random,8
40,random,6
40,random,6
40,random,18
40,random,7
40,random,10
40,random,1
40,random,21
40,random,23
40,random,6
40,random,5
40,random,7
40,random,8
40,random,4
40,random,3
40,random,8
40,random,21
40,random,19
40,random,9
40,random,23
40,random,9
40,random,1
40,random,2
40,random,8
40,random,0
40,random,22
40,random,8
40,random,1
40,random,0
40,random,1
40,random,19
40,random,0
40,random,1
40,random,2
40,random,8
40,random,6
40,random,23
40,random,1
40,random,6
40,random,1
40,random,6
40,random,1
40,random,2
40,random,20
40,random,7
40,random,4
40,random,6
40,random,5
40,random,17
40,random,6
40,random,22
40,random,1
40,random,7
40,random,0
40,random,2
40,random,3
40,random,10
40,random,7
40,random,21
40,random,3
40,random,2
40,random,6
40,random,9
40,random,4
40,random,4
40,random,7
40,random,7
40,random,7
40,random,21
40,random,21
40,random,1
40,random,3
40,random,16
40,random,2
40,random,7
40,random,4
40,random,1
40,random,17
40,random,8
40,random,4
40,random,8
40,random,21
40,random,8
40,random,17
40,random,20
40,random,1
40,random,4
40,random,6
40,random,8
40,random,0
40,random,8
40,random,18
40,random,1
40,random,0
40,random,7
40,random,8
40,random,9
40,random,5
40,random,6
40,random,18
40,random,20
40,random,9
40,random,1
40,random,7
40,random,9
40,random,4
40,random,13
40,random,15
40,random,7
40,random,21
40,random,9
40,random,18
40,random,15
40,random,7
40,random,2
40,random,8
40,random,3
40,random,7
40,random,1
40,random,4
40,random,1
40,random,0
40,random,9
40,random,8
40,random,1
40,random,11
40,random,1
40,random,9
40,random,10
40,random,8
40,random,5
40,random,5
40,random,8
40,random,6
40,random,14
40,random,21
40,random,14
40,random,9
40,random,9
40,random,22
40,random,18
40,random,0
40,random,8
40,random,6
40,random,0
40,random,6
40,random,6
40,random,18
40,random,15
40,random,8
40,random,8
40,random,14
40,random,1
40,random,2
40,random,9
40,random,1
40,random,8
40,random,11
40,random,9
40,random,9
40,random,13
40,random,1
40,random,3
40,random,1
40,random,6
40,random,17
40,random,8
40,random,22
40,random,2
40,random,12
40,random,12
40,random,1
40,random,23
40,random,18
40,random,17
40,random,19
40,random,19
40,random,20
40,random,5
40,random,8
40,random,23
40,random,20
40,random,3
40,random,3
40,random,11
40,random,9
40,random,11
40,random,5
40,random,17
40,random,7
40,random,19
40,random,5
40,random,2
40,random,18
40,random,20
40,random,1
40,random,1
40,random,3
40,random,7
40,random,1
40,random,13
40,random,1
40,random,0
40,random,17
40,random,1
40,random,3
40,random,20
40,random,8
40,random,17
40,random,18
40,random,17
40,random,7
40,random,9
40,random,14
40,random,1
40,random,23
40,random,1
40,random,21
40,random,23
40,random,2
40,random,4
40,random,5
40,random,5
40,random,13
40,random,1
40,random,11
40,random,6
40,random,1
40,random,1
40,random,19
40,random,7
40,random,7
40,random,9
40,random,19
40,random,3
40,random,2
40,random,21
40,random,7
40,random,1
40,random,12
40,random,23
40,random,11
40,random,13
40,random,1
40,random,17
40,random,17
40,random,3
40,random,4
40,random,23
40,random,17
40,random,0
40,random,6
40,random,23
40,random,12
40,random,1
40,random,5
40,random,8
40,random,2
40,random,14
40,random,15
40,random,21
40,random,13
40,random,8
40,random,6
40,random,11
40,random,6
40,random,21
40,random,2
40,random,25
40,random,1
40,random,1
40,random,1
40,random,9
40,random,12
40,random,21
40,random,22
40,random,23
40,random,1
40,random,6
40,random,22
40,random,1
40,random,5
40,random,18
40,random,6
40,random,11
40,random,4
40,random,0
40,random,4
40,random,15
40,random,8
40,random,6
40,random,6
40,random,8
40,random,6
40,random,18
40,random,6
40,random,18
40,random,12
40,random,13
40,random,8
40,random,8
40,random,15
40,random,2
40,random,6
40,random,23
40,random,6
40,random,6
40,random,7
40,random,0
40,random,7
40,random,12
40,random,8
40,random,20
40,random,0
40,random,0
40,random,10
40,random,21
40,random,7
40,random,0
40,random,7
40,random,3
40,random,2
40,random,15
40,random,7
50,volcano,21
50,volcano,24
50,volcano,22
50,volcano,6
50,volcano,26
50,volcano,13
50,volcano,13
50,volcano,13
50,volcano,18
50,volcano,19
50,volcano,21
50,volcano,17
50,volcano,23
50,volcano,23
50,volcano,19
50,volcano,23
50,volcano,17
50,volcano,14
50,volcano,12
50,volcano,8
50,volcano,8
50,volcano,8
50,volcano,11
50,volcano,6
50,volcano,0
50,volcano,1
50,volcano,1
50,volcano,1
50,volcano,1
50,volcano,1
50,volcano,2
50,volcano,2
50,random,1
50,random,20
50,random,14
50,random,1
50,random,23
50,random,12
50,random,8
50,random,2
50,random,4
50,random,1
50,random,9
50,random,9
50,random,3
50,random,21
50,random,20
50,random,8
50,random,1
50,random,0
50,random,8
50,random,7
50,random,7
50,random,1
50,random,6
50,random,2
50,random,7
50,random,10
50,random,4
50,random,4
50,random,3
50,random,14
50,random,18
50,random,22
50,random,1
50,random,9
50,random,9
50,random,1
50,random,10
50,random,7
50,random,2
50,random,7
50,random,4
50,random,8
50,random,6
50,random,3
50,random,8
50,random,1
50,random,20
50,random,0
50,random,12
50,random,7
50,random,4
50,random,19
50,random,12
50,random,0
50,random,23
50,random,8
50,random,21
50,random,3
50,random,2
50,random,26
50,random,8
50,random,1
50,random,17
50,random,21
50,random,6
50,random,0
50,random,2
50,random,1
50,random,0
50,random,21
50,random,1
50,random,1
50,random,7
50,random,22
50,random,0
50,random,8
50,random,7
50,random,8
50,random,3
50,random,0
50,random,18
50,random,10
50,random,14
50,random,2
50,random,16
50,random,8
50,random,20
50,random,1
50,random,6
50,random,6
50,random,4
50,random,8
50,random,21
50,random,0
50,random,1
50,random,1
50,random,2
50,random,3
50,random,1
50,random,5
50,random,1
50,random,21
50,random,6
50,random,4
50,random,14
50,random,0
50,random,4
50,random,15
50,random,12
50,random,8
50,random,6
50,random,4
50,random,11
50,random,8
50,random,18
50,random,6
50,random,8
50,random,3
50,random,3
50,random,7
50,random,14
50,random,10
50,random,6
50,random,17
50,random,8
50,random,6
50,random,1
50,random,22
50,random,1
50,random,7
50,random,23
50,random,22
50,random,3
50,random,14
50,random,21
50,random,5
50,random,6
50,random,18
50,random,23
50,random,3
50,random,24
50,random,9
50,random,12
50,random,1
50,random,11
50,random,19
50,random,1
50,random,23
50,random,4
50,random,6
50,random,4
50,random,19
50,random,2
50,random,15
50,random,19
50,random,1
50,random,9
50,random,8
50,random,2
50,random,5
50,random,18
50,random,1
50,random,14
50,random,1
50,random,24
50,random,22
50,random,6
50,random,5
50,random,1
50,random,5
50,random,6
50,random,8
50,random,2
50,random,14
50,random,8
50,random,5
50,random,6
50,random,1
50,random,7
50,random,7
50,random,9
50,random,8
50,random,6
50,random,17
50,random,19
50,random,2
50,random,1
50,random,0
50,random,20
50,random,7
50,random,25
50,random,15
50,random,17
50,random,7
50,random,12
50,random,4
50,random,11
50,random,1
50,random,13
50,random,5
50,random,21
50,random,3
50,random,6
50,random,21
50,random,21
50,random,2
50,random,14
50,random,8
50,random,0
50,random,9
50,random,8
50,random,19
50,random,9
50,random,14
50,random,20
50,random,1
50,random,17
50,random,2
50,random,6
50,random,22
50,random,3
50,random,4
50,random,16
50,random,7
50,random,1
50,random,23
50,random,0
50,random,5
50,random,23
50,random,1
50,random,8
50,random,19
50,random,2
50,random,1
50,random,12
50,random,1
50,random,15
50,random,0
50,random,4
50,random,10
50,random,6
50,random,0
50,random,23
50,random,8
50,random,0
50,random,9
50,random,23
50,random,2
50,random,25
50,random,1
50,random,12
50,random,1
50,random,1
50,random,2
50,random,9
50,random,1
50,random,7
50,random,3
50,random,17
50,random,21
50,random,2
50,random,7
50,random,6
50,random,1
50,random,4
50,random,6
50,random,23
50,random,20
50,random,8
50,random,4
50,random,10
50,random,2
50,random,6
50,random,6
50,random,17
50,random,0
50,random,12
50,random,24
50,random,5
50,random,1
50,random,6
50,random,8
50,random,1
50,random,9
50,random,19
50,random,20
50,random,10
50,random,21
50,random,8
50,random,1
50,random,3
50,random,6
50,random,8
50,random,1
50,random,18
50,random,23
50,random,20
50,random,1
50,random,15
50,random,1
50,random,4
50,random,22
50,random,9
50,random,8
50,random,15
50,random,13
50,random,0
50,random,1
50,random,1
50,random,19
50,random,23
50,random,1
50,random,5
50,random,4
50,random,2
50,random,1
50,random,22
50,random,6
50,random,1
50,random,2
50,random,6
50,random,1
50,random,5
50,random,0
50,random,3
50,random,0
50,random,1
50,random,8
50,random,1
50,random,22
50,random,17
50,random,17
50,random,3
50,random,1
50,random,9
50,random,13
50,random,24
50,random,4
50,random,19
50,random,7
50,random,19
50,random,16
50,random,4
50,random,16
50,random,9
50,random,11
50,random,8
50,random,12
50,random,7
50,random,3
50,random,6
50,random,7
50,random,8
50,random,15
50,random,25
50,random,8
50,random,3
50,random,5
50,random,0
50,random,6
50,random,13
50,random,6
50,random,2
50,random,1
50,random,18
50,random,1
50,random,4
50,random,5
50,random,22
50,random,10
50,random,4
50,random,21
50,random,7
50,random,21
50,random,21
50,random,0
50,random,8
50,random,20
50,random,19
50,random,21
50,random,6
50,random,1
50,random,7
50,random,6
50,random,8
50,random,21
50,random,1
50,random,3
50,random,12
50,random,0
50,random,2
50,random,1
50,random,22
50,random,14
50,random,1
50,random,3
50,random,13
50,random,0
50,random,1
50,random,17
50,random,5
50,random,1
50,random,23
50,random,9
50,random,8
50,random,5
50,random,1
50,random,17
50,random,4
50,random,9
50,random,4
50,random,19
50,random,22
50,random,23
50,random,21
50,random,9
50,random,8
50,random,20
50,random,1
50,random,1
50,random,6
50,random,1
50,random,0
50,random,22
50,random,23
50,random,9
50,random,6
50,random,1
50,random,6
50,random,18
50,random,2
50,random,14
50,random,8
50,random,20
50,random,14
50,random,3
50,random,8
50,random,0
50,random,11
50,random,7
50,random,15
50,random,1
50,random,1
50,random,24
50,random,1
50,random,6
50,random,17
50,random,15
50,random,4
50,random,3
50,random,9
50,random,8
50,random,4
50,random,4
50,random,14
50,random,9
50,random,24
50,random,6
50,random,5
50,random,6
50,random,1
50,random,4
50,random,1
50,random,25
50,random,5
50,random,1
50,random,6
50,random,14
50,random,23
50,random,6
50,random,8
50,random,10
50,random,21
50,random,1
50,random,18
50,random,19
50,random,17
50,random,25
50,random,4
50,random,21
50,random,0
50,random,1
50,random,1
50,random,6
50,random,7
50,random,12
50,random,7
50,random,24
50,random,1
50,random,4
50,random,3
50,random,23
50,random,1
50,random,1
50,random,2
50,random,6
50,random,18
50,random,5
50,random,22
50,random,8
50,random,13
50,random,26
50,random,5
50,random,4
50,random,19
50,random,4
50,random,19
50,random,23
50,random,18
50,random,6
50,random,20
50,random,18
50,random,8
50,random,1
50,random,6
50,random,6
50,random,5
50,random,1
50,random,11
50,random,1
50,random,1
50,random,21
50,random,24
50,random,7
50,random,1
50,random,6
50,random,19
50,random,19
50,random,8
50,random,6
50,random,1
50,random,9
50,random,4
50,random,17
50,random,2
50,random,6
50,random,6
50,random,0
50,random,9
50,random,0
50,random,0
50,random,6
50,random,14
50,random,9
50,random,2
50,random,19
50,random,21
50,random,21
50,random,3
50,random,11
50,random,1
50,random,1
50,random,0
50,random,6
50,random,6
50,random,3
50,random,5
50,random,20
50,random,6
50,random,22
50,random,7
50,random,18
50,random,1
50,random,6
50,random,7
50,random,22
50,random,4
50,random,2
50,random,1
50,random,11
50,random,1
50,random,21
50,random,23
50,random,8
50,random,0
50,random,2
50,random,0
50,random,13
50,random,5
50,random,5
50,random,19
50,random,13
50,random,4
50,random,22
50,random,7
50,random,11
50,random,6
50,random,6
50,random,8
50,random,6
50,random,6
50,random,24
50,random,26
50,random,6
50,random,12
50,random,8
50,random,9
50,random,2
50,random,23
50,random,5
50,random,18
50,random,12
50,random,20
50,random,8
50,random,26
50,random,23
50,random,19
50,random,24
50,random,15
50,random,5
50,random,1
50,random,23
50,random,1
50,random,8
50,random,4
50,random,2
50,random,14
50,random,4
50,random,14
50,random,1
50,random,21
50,random,1
50,random,8
50,random,19
50,random,15
50,random,23
50,random,1
50,random,9
50,random,16
50,random,8
50,random,8
50,random,6
50,random,9
50,random,11
50,random,10
50,random,20
50,random,9
50,random,19
50,random,20
50,random,7
50,random,6
50,random,6
50,random,2
50,random,1
50,random,0
50,random,1
50,random,20
50,random,7
50,random,13
50,random,1
50,random,3
50,random,1
50,random,5
50,random,3
50,random,17
50,random,5
50,random,13
50,random,7
50,random,1
50,random,0
50,random,8
50,random,6
50,random,2
50,random,19
50,random,13
50,random,3
50,random,0
50,random,2
50,random,11
50,random,3
50,random,11
50,random,20
50,random,3
50,random,20
50,random,6
50,random,8
50,random,7
50,random,6
50,random,19
50,random,8
50,random,10
50,random,1
50,random,21
50,random,23
50,random,6
50,random,5
50,random,7
50,random,9
50,random,4
50,random,3
50,random,8
50,random,23
50,random,19
50,random,9
50,random,23
50,random,9
50,random,3
50,random,2
50,random,8
50,random,0
50,random,24
50,random,8
50,random,1
50,random,0
50,random,1
50,random,22
50,random,0
50,random,1
50,random,2
50,random,8
50,random,8
50,random,25
50,random,1
50,random,6
50,random,1
50,random,6
50,random,1
50,random,2
50,random,20
50,random,7
50,random,4
50,random,6
50,random,5
50,random,23
50,random,7
50,random,22
50,random,1
50,random,7
50,random,0
50,random,2
50,random,4
50,random,10
50,random,7
50,random,24
50,random,3
50,random,2
50,random,6
50,random,9
50,random,5
50,random,4
50,random,7
50,random,8
50,random,7
50,random,21
50,random,22
50,random,1
50,random,3
50,random,17
50,random,2
50,random,8
50,random,5
50,random,1
50,random,18
50,random,8
50,random,4
50,random,8
50,random,21
50,random,8
50,random,20
50,random,22
50,random,1
50,random,4
50,random,6
50,random,8
50,random,0
50,random,8
50,random,21
50,random,1
50,random,0
50,random,8
50,random,8
50,random,9
50,random,5
50,random,6
50,random,19
50,random,21
50,random,9
50,random,1
50,random,7
50,random,9
50,random,4
50,random,13
50,random,15
50,random,7
50,random,23
50,random,11
50,random,20
50,random,15
50,random,8
50,random,2
50,random,8
50,random,4
50,random,7
50,random,1
50,random,4
50,random,1
50,random,0
50,random,10
50,random,8
50,random,1
50,random,12
50,random,1
50,random,9
50,random,10
50,random,8
50,random,5
50,random,5
50,random,8
50,random,8
50,random,14
50,random,24
50,random,14
50,random,9
50,random,9
50,random,22
50,random,18
50,random,0
50,random,8
50,random,7
50,random,0
50,random,6
50,random,7
50,random,20
50,random,17
50,random,8
50,random,8
50,random,14
50,random,1
50,random,2
50,random,10
50,random,1
50,random,8
50,random,12
50,random,9
50,random,10
50,random,13
50,random,1
50,random,3
50,random,1
50,random,6
50,random,18
50,random,8
50,random,23
50,random,2
50,random,12
50,random,12
50,random,1
50,random,23
50,random,18
50,random,18
50,random,19
50,random,19
50,random,20
50,random,5
50,random,9
50,random,23
50,random,22
50,random,3
50,random,4
50,random,11
50,random,9
50,random,12
50,random,5
50,random,19
50,random,7
50,random,19
50,random,6
50,random,2
50,random,19
50,random,20
50,random,1
50,random,1
50,random,3
50,random,7
50,random,1
50,random,13
50,random,1
50,random,0
50,random,18
50,random,1
50,random,4
50,random,20
50,random,8
50,random,17
50,random,19
50,random,7
50,random,10
50,random,15
50,random,1
50,random,23
50,random,1
50,random,21
50,random,24
50,random,2
50,random,4
50,random,5
50,random,6
50,random,13
50,random,1
50,random,12
50,random,8
50,random,1
50,random,1
50,random,21
50,random,7
50,random,8
50,random,9
50,random,19
50,random,3
50,random,2
50,random,21
50,random,7
50,random,1
50,random,12
50,random,25
50,random,11
50,random,15
50,random,1
50,random,18
50,random,17
50,random,3
50,random,4
50,random,23
50,random,17
50,random,0
50,random,6
50,random,23
50,random,12
50,random,1
50,random,5
50,random,8
50,random,2
50,random,14
50,random,15
50,random,22
50,random,13
50,random,9
50,random,6
50,random,13
50,random,6
50,random,22
50,random,2
50,random,25
50,random,1
50,random,1
50,random,1
50,random,9
50,random,12
50,random,21
50,random,24
50,random,23
50,random,1
50,random,6
50,random,22
50,random,1
50,random,5
50,random,19
50,random,6
50,random,13
50,random,4
50,random,1
50,random,6
50,random,18
50,random,8
50,random,6
50,random,6
50,random,8
50,random,6
50,random,18
50,random,6
50,random,20
50,random,14
50,random,13
50,random,8
50,random,8
50,random,15
50,random,2
50,random,6
50,random,23
50,random,6
50,random,6
50,random,7
50,random,1
50,random,7
50,random,12
50,random,8
50,random,21
50,random,1
50,random,0
50,random,10
50,random,21
50,random,7
50,random,0
50,random,7
50,random,3
50,random,2
50,random,16
50,random,7
50,random,1
50,random,26
60,volcano,22
60,volcano,26
60,volcano,23
60,volcano,7
60,volcano,28
60,volcano,13
60,volcano,13
60,volcano,13
60,volcano,18
60,volcano,22
60,volcano,22
60,volcano,18
60,volcano,24
60,volcano,24
60,volcano,20
60,volcano,23
60,volcano,20
60,volcano,14
60,volcano,12
60,volcano,8
60,volcano,8
60,volcano,8
60,volcano,11
60,volcano,6
60,volcano,0
60,volcano,1
60,volcano,1
60,volcano,1
60,volcano,1
60,volcano,1
60,volcano,2
60,volcano,2
60,random,1
60,random,21
60,random,16
60,random,1
60,random,23
60,random,12
60,random,8
60,random,2
60,random,5
60,random,1
60,random,9
60,random,9
60,random,3
60,random,21
60,random,20
60,random,8
60,random,1
60,random,0
60,random,8
60,random,7
60,random,9
60,random,1
60,random,6
60,random,2
60,random,7
60,random,10
60,random,5
60,random,6
60,random,3
60,random,14
60,random,18
60,random,23
60,random,1
60,random,9
60,random,9
60,random,1
60,random,10
60,random,7
60,random,2
60,random,7
60,random,5
60,random,8
60,random,6
60,random,3
60,random,8
60,random,1
60,random,22
60,random,0
60,random,12
60,random,8
60,random,4
60,random,21
60,random,13
60,random,0
60,random,23
60,random,8
60,random,23
60,random,3
60,random,2
60,random,27
60,random,8
60,random,1
60,random,19
60,random,21
60,random,6
60,random,0
60,random,2
60,random,1
60,random,0
60,random,21
60,random,1
60,random,1
60,random,7
60,random,22
60,random,0
60,random,8
60,random,7
60,random,8
60,random,3
60,random,0
60,random,18
60,random,10
60,random,16
60,random,2
60,random,17
60,random,8
60,random,22
60,random,1
60,random,7
60,random,6
60,random,4
60,random,8
60,random,23
60,random,0
60,random,1
60,random,1
60,random,2
60,random,3
60,random,1
60,random,5
60,random,1
60,random,21
60,random,6
60,random,4
60,random,16
60,random,0
60,random,4
60,random,17
60,random,12
60,random,8
60,random,7
60,random,4
60,random,12
60,random,8
60,random,20
60,random,6
60,random,8
60,random,4
60,random,4
60,random,7
60,random,15
60,random,10
60,random,6
60,random,17
60,random,8
60,random,6
60,random,1
60,random,22
60,random,1
60,random,7
60,random,23
60,random,22
60,random,3
60,random,15
60,random,21
60,random,5
60,random,6
60,random,18
60,random,23
60,random,3
60,random,25
60,random,10
60,random,12
60,random,1
60,random,11
60,random,21
60,random,1
60,random,23
60,random,4
60,random,6
60,random,5
60,random,19
60,random,2
60,random,15
60,random,24
60,random,1
60,random,9
60,random,8
60,random,2
60,random,5
60,random,18
60,random,1
60,random,14
60,random,3
60,random,27
60,random,22
60,random,6
60,random,6
60,random,1
60,random,5
60,random,6
60,random,8
60,random,2
60,random,14
60,random,8
60,random,5
60,random,6
60,random,1
60,random,7
60,random,8
60,random,9
60,random,8
60,random,6
60,random,17
60,random,19
60,random,2
60,random,1
60,random,0
60,random,22
60,random,7
60,random,25
60,random,16
60,random,21
60,random,7
60,random,12
60,random,5
60,random,12
60,random,3
60,random,14
60,random,5
60,random,21
60,random,3
60,random,6
60,random,21
60,random,22
60,random,2
60,random,14
60,random,8
60,random,2
60,random,10
60,random,8
60,random,21
60,random,9
60,random,15
60,random,21
60,random,1
60,random,17
60,random,2
60,random,6
60,random,22
60,random,3
60,random,4
60,random,17
60,random,7
60,random,1
60,random,23
60,random,0
60,random,5
60,random,23
60,random,1
60,random,9
60,random,20
60,random,2
60,random,1
60,random,12
60,random,1
60,random,15
60,random,0
60,random,4
60,random,10
60,random,6
60,random,0
60,random,23
60,random,8
60,random,0
60,random,9
60,random,23
60,random,2
60,random,25
60,random,1
60,random,12
60,random,1
60,random,1
60,random,2
60,random,9
60,random,1
60,random,7
60,random,3
60,random,18
60,random,22
60,random,2
60,random,7
60,random,6
60,random,1
60,random,5
60,random,7
60,random,24
60,random,22
60,random,8
60,random,5
60,random,11
60,random,2
60,random,6
60,random,6
60,random,17
60,random,0
60,random,14
60,random,24
60,random,5
60,random,1
60,random,6
60,random,8
60,random,1
60,random,9
60,random,19
60,random,20
60,random,10
60,random,23
60,random,8
60,random,1
60,random,3
60,random,6
60,random,8
60,random,1
60,random,20
60,random,23
60,random,21
60,random,1
60,random,15
60,random,3
60,random,4
60,random,23
60,random,9
60,random,8
60,random,15
60,random,13
60,random,0
60,random,1
60,random,1
60,random,21
60,random,1
60,random,5
60,random,5
60,random,2
60,random,1
60,random,24
60,random,6
60,random,1
60,random,2
60,random,8
60,random,3
60,random,6
60,random,0
60,random,4
60,random,0
60,random,1
60,random,8
60,random,1
60,random,22
60,random,19
60,random,17
60,random,3
60,random,1
60,random,9
60,random,13
60,random,25
60,random,4
60,random,19
60,random,9
60,random,20
60,random,17
60,random,4
60,random,16
60,random,11
60,random,12
60,random,8
60,random,12
60,random,8
60,random,3
60,random,6
60,random,7
60,random,8
60,random,15
60,random,25
60,random,9
60,random,3
60,random,6
60,random,0
60,random,6
60,random,14
60,random,8
60,random,2
60,random,1
60,random,19
60,random,1
60,random,5
60,random,6
60,random,22
60,random,10
60,random,4
60,random,21
60,random,7
60,random,22
60,random,21
60,random,0
60,random,8
60,random,21
60,random,21
60,random,23
60,random,8
60,random,1
60,random,7
60,random,6
60,random,8
60,random,21
60,random,1
60,random,3
60,random,12
60,random,0
60,random,2
60,random,1
60,random,24
60,random,14
60,random,1
60,random,3
60,random,13
60,random,0
60,random,1
60,random,20
60,random,5
60,random,1
60,random,23
60,random,9
60,random,8
60,random,5
60,random,1
60,random,18
60,random,4
60,random,11
60,random,5
60,random,19
60,random,22
60,random,23
60,random,21
60,random,9
60,random,8
60,random,21
60,random,1
60,random,1
60,random,6
60,random,1
60,random,0
60,random,22
60,random,24
60,random,9
60,random,6
60,random,1
60,random,6
60,random,18
60,random,2
60,random,14
60,random,8
60,random,21
60,random,14
60,random,3
60,random,8
60,random,0
60,random,11
60,random,8
60,random,15
60,random,3
60,random,1
60,random,26
60,random,1
60,random,6
60,random,18
60,random,16
60,random,4
60,random,4
60,random,10
60,random,8
60,random,4
60,random,4
60,random,15
60,random,9
60,random,25
60,random,6
60,random,5
60,random,6
60,random,1
60,random,5
60,random,1
60,random,27
60,random,6
60,random,3
60,random,6
60,random,14
60,random,23
60,random,6
60,random,8
60,random,10
60,random,21
60,random,1
60,random,19
60,random,19
60,random,18
60,random,25
60,random,4
60,random,24
60,random,0
60,random,1
60,random,1
60,random,6
60,random,8
60,random,13
60,random,7
60,random,27
60,random,1
60,random,4
60,random,4
60,random,23
60,random,1
60,random,1
60,random,2
60,random,7
60,random,20
60,random,5
60,random,22
60,random,8
60,random,15
60,random,27
60,random,5
60,random,4
60,random,19
60,random,4
60,random,21
60,random,23
60,random,19
60,random,6
60,random,21
60,random,18
60,random,8
60,random,1
60,random,6
60,random,6
60,random,6
60,random,1
60,random,11
60,random,1
60,random,1
60,random,21
60,random,25
60,random,9
60,random,1
60,random,6
60,random,19
60,random,20
60,random,8
60,random,6
60,random,1
60,random,9
60,random,4
60,random,18
60,random,2
60,random,6
60,random,7
60,random,0
60,random,9
60,random,1
60,random,0
60,random,6
60,random,14
60,random,10
60,random,2
60,random,22
60,random,22
60,random,21
60,random,3
60,random,11
60,random,1
60,random,1
60,random,0
60,random,6
60,random,6
60,random,4
60,random,5
60,random,21
60,random,7
60,random,22
60,random,7
60,random,20
60,random,1
60,random,6
60,random,7
60,random,23
60,random,4
60,random,2
60,random,1
60,random,11
60,random,1
60,random,23
60,random,8
60,random,0
60,random,2
60,random,0
60,random,13
60,random,5
60,random,5
60,random,21
60,random,13
60,random,4
60,random,23
60,random,8
60,random,11
60,random,6
60,random,6
60,random,9
60,random,7
60,random,6
60,random,24
60,random,26
60,random,6
60,random,14
60,random,9
60,random,9
60,random,2
60,random,23
60,random,6
60,random,18
60,random,13
60,random,22
60,random,8
60,random,27
60,random,24
60,random,19
60,random,24
60,random,16
60,random,5
60,random,1
60,random,23
60,random,1
60,random,9
60,random,4
60,random,2
60,random,14
60,random,4
60,random,14
60,random,1
60,random,21
60,random,1
60,random,9
60,random,21
60,random,15
60,random,24
60,random,1
60,random,9
60,random,16
60,random,8
60,random,9
60,random,6
60,random,9
60,random,12
60,random,10
60,random,20
60,random,9
60,random,21
60,random,22
60,random,7
60,random,6
60,random,6
60,random,2
60,random,1
60,random,0
60,random,1
60,random,20
60,random,8
60,random,15
60,random,1
60,random,3
60,random,1
60,random,5
60,random,4
60,random,19
60,random,5
60,random,14
60,random,7
60,random,1
60,random,0
60,random,8
60,random,6
60,random,2
60,random,19
60,random,15
60,random,3
60,random,0
60,random,2
60,random,11
60,random,3
60,random,11
60,random,20
60,random,3
60,random,21
60,random,8
60,random,8
60,random,7
60,random,6
60,random,19
60,random,8
60,random,10
60,random,1
60,random,24
60,random,23
60,random,6
60,random,5
60,random,8
60,random,9
60,random,5
60,random,3
60,random,8
60,random,23
60,random,19
60,random,9
60,random,23
60,random,9
